GeneSymbol	infected_vs_uninfected	infected_vs_uninfected_6mice
Sil1	n.s.	n.s.
Simc1	n.s.	n.s.
Sin3a	n.s.	n.s.
Sin3b	n.s.	n.s.
Sipa1	n.s.	n.s.
Sipa1l1	n.s.	n.s.
Sipa1l2	n.s.	n.s.
Sipa1l3	n.s.	n.s.
Sirpa	n.s.	n.s.
Sirt1	n.s.	n.s.
Sirt2	n.s.	n.s.
Sirt3	n.s.	n.s.
Sirt4	n.s.	n.s.
Sirt5	n.s.	n.s.
Sirt6	n.s.	n.s.
Sirt7	n.s.	n.s.
Siva1	n.s.	n.s.
Six2	n.s.	n.s.
Six4	n.s.	n.s.
Six5	n.s.	n.s.
Ska1	n.s.	n.s.
Ska2	n.s.	n.s.
Ska3	n.s.	n.s.
Skap1	n.s.	n.s.
Skap2	n.s.	n.s.
Ski	n.s.	n.s.
Skida1	n.s.	n.s.
Skil	n.s.	n.s.
Skint1	n.s.	n.s.
Skiv2l	n.s.	n.s.
Skiv2l2	n.s.	n.s.
Skp1a	n.s.	n.s.
Skp2	n.s.	n.s.
Sla	n.s.	n.s.
Sla2	n.s.	n.s.
Slain1	n.s.	n.s.
Slain2	n.s.	n.s.
Slamf6	n.s.	n.s.
Slamf7	n.s.	n.s.
Slamf8	n.s.	n.s.
Slamf9	n.s.	n.s.
Slbp	n.s.	n.s.
Slc10a1	n.s.	n.s.
Slc10a3	n.s.	n.s.
Slc10a6	n.s.	n.s.
Slc10a7	n.s.	n.s.
Slc11a1	n.s.	n.s.
Slc11a2	n.s.	n.s.
Slc12a2	n.s.	n.s.
Slc12a4	n.s.	n.s.
Slc12a5	n.s.	n.s.
Slc12a6	n.s.	n.s.
Slc12a7	n.s.	n.s.
Slc12a8	n.s.	n.s.
Slc12a9	n.s.	n.s.
Slc13a3	n.s.	n.s.
Slc14a1	n.s.	n.s.
Slc15a2	n.s.	n.s.
Slc15a3	n.s.	n.s.
Slc15a4	n.s.	n.s.
Slc15a5	n.s.	n.s.
Slc16a1	n.s.	n.s.
Slc16a10	n.s.	n.s.
Slc16a11	n.s.	n.s.
Slc16a12	n.s.	Down
Slc16a13	n.s.	n.s.
Slc16a2	n.s.	n.s.
Slc16a3	n.s.	n.s.
Slc16a5	n.s.	n.s.
Slc16a6	n.s.	n.s.
Slc16a7	n.s.	n.s.
Slc16a9	n.s.	n.s.
Slc17a5	n.s.	n.s.
Slc17a7	n.s.	n.s.
Slc17a9	n.s.	n.s.
Slc18a1	n.s.	n.s.
Slc18a2	Down	Down
Slc18a3	n.s.	n.s.
Slc18b1	n.s.	n.s.
Slc19a1	n.s.	n.s.
Slc19a2	n.s.	n.s.
Slc19a3	n.s.	n.s.
Slc1a1	n.s.	n.s.
Slc1a2	n.s.	n.s.
Slc1a3	n.s.	n.s.
Slc1a4	n.s.	n.s.
Slc1a5	n.s.	n.s.
Slc1a6	n.s.	n.s.
Slc1a7	n.s.	n.s.
Slc20a1	n.s.	n.s.
Slc20a2	n.s.	n.s.
Slc22a15	n.s.	n.s.
Slc22a17	n.s.	n.s.
Slc22a18	n.s.	n.s.
Slc22a21	n.s.	n.s.
Slc22a23	n.s.	n.s.
Slc22a3	n.s.	n.s.
Slc22a4	n.s.	n.s.
Slc22a5	n.s.	n.s.
Slc23a1	n.s.	n.s.
Slc23a2	n.s.	n.s.
Slc23a3	n.s.	n.s.
Slc23a4	n.s.	n.s.
Slc24a3	n.s.	n.s.
Slc24a4	n.s.	n.s.
Slc24a5	n.s.	n.s.
Slc25a1	n.s.	n.s.
Slc25a10	n.s.	n.s.
Slc25a11	n.s.	n.s.
Slc25a12	n.s.	n.s.
Slc25a13	n.s.	n.s.
Slc25a14	n.s.	n.s.
Slc25a15	n.s.	n.s.
Slc25a16	n.s.	n.s.
Slc25a17	n.s.	n.s.
Slc25a19	n.s.	n.s.
Slc25a20	n.s.	n.s.
Slc25a21	n.s.	n.s.
Slc25a22	n.s.	n.s.
Slc25a23	n.s.	n.s.
Slc25a24	n.s.	n.s.
Slc25a25	n.s.	n.s.
Slc25a26	n.s.	n.s.
Slc25a27	n.s.	n.s.
Slc25a28	n.s.	n.s.
Slc25a29	n.s.	n.s.
Slc25a3	n.s.	n.s.
Slc25a30	n.s.	n.s.
Slc25a32	n.s.	n.s.
Slc25a33	n.s.	n.s.
Slc25a34	n.s.	n.s.
Slc25a35	n.s.	n.s.
Slc25a36	n.s.	n.s.
Slc25a37	n.s.	n.s.
Slc25a38	n.s.	n.s.
Slc25a39	n.s.	n.s.
Slc25a4	n.s.	n.s.
Slc25a40	n.s.	n.s.
Slc25a42	n.s.	n.s.
Slc25a43	n.s.	n.s.
Slc25a44	n.s.	n.s.
Slc25a45	n.s.	n.s.
Slc25a46	n.s.	n.s.
Slc25a47	n.s.	n.s.
Slc25a5	n.s.	n.s.
Slc25a51	n.s.	n.s.
Slc25a53	n.s.	n.s.
Slc25a54	n.s.	n.s.
Slc26a1	n.s.	n.s.
Slc26a10	n.s.	n.s.
Slc26a11	n.s.	n.s.
Slc26a2	n.s.	n.s.
Slc26a6	n.s.	n.s.
Slc26a7	n.s.	n.s.
Slc26a9	n.s.	n.s.
Slc27a1	n.s.	n.s.
Slc27a3	n.s.	n.s.
Slc27a4	n.s.	n.s.
Slc27a6	n.s.	n.s.
Slc28a2	n.s.	n.s.
Slc28a3	n.s.	n.s.
Slc29a1	n.s.	n.s.
Slc29a2	n.s.	n.s.
Slc29a3	n.s.	n.s.
Slc29a4	n.s.	n.s.
Slc2a1	n.s.	n.s.
Slc2a10	n.s.	n.s.
Slc2a12	n.s.	n.s.
Slc2a13	n.s.	n.s.
Slc2a3	n.s.	n.s.
Slc2a4	n.s.	n.s.
Slc2a4rg-ps	n.s.	n.s.
Slc2a5	n.s.	n.s.
Slc2a6	n.s.	n.s.
Slc2a8	n.s.	n.s.
Slc2a9	n.s.	n.s.
Slc30a1	n.s.	n.s.
Slc30a4	n.s.	n.s.
Slc30a5	n.s.	n.s.
Slc30a6	n.s.	n.s.
Slc30a7	n.s.	n.s.
Slc30a9	n.s.	n.s.
Slc31a1	n.s.	n.s.
Slc31a2	n.s.	n.s.
Slc33a1	n.s.	n.s.
Slc35a1	n.s.	n.s.
Slc35a2	n.s.	n.s.
Slc35a3	n.s.	n.s.
Slc35a4	n.s.	n.s.
Slc35a5	n.s.	n.s.
Slc35b1	n.s.	n.s.
Slc35b2	n.s.	n.s.
Slc35b3	n.s.	n.s.
Slc35b4	n.s.	n.s.
Slc35c1	n.s.	n.s.
Slc35c2	n.s.	n.s.
Slc35d1	n.s.	n.s.
Slc35d2	n.s.	n.s.
Slc35d3	n.s.	n.s.
Slc35e1	n.s.	n.s.
Slc35e2	n.s.	n.s.
Slc35e3	n.s.	n.s.
Slc35e4	n.s.	n.s.
Slc35f1	n.s.	n.s.
Slc35f2	n.s.	n.s.
Slc35f3	n.s.	n.s.
Slc35f4	n.s.	n.s.
Slc35f5	n.s.	n.s.
Slc35f6	n.s.	n.s.
Slc35g1	n.s.	n.s.
Slc35g2	n.s.	n.s.
Slc36a1	n.s.	n.s.
Slc36a2	n.s.	n.s.
Slc36a4	n.s.	n.s.
Slc37a1	n.s.	n.s.
Slc37a2	n.s.	n.s.
Slc37a3	n.s.	n.s.
Slc37a4	n.s.	n.s.
Slc38a1	n.s.	n.s.
Slc38a10	n.s.	n.s.
Slc38a11	n.s.	Up
Slc38a2	n.s.	n.s.
Slc38a3	n.s.	n.s.
Slc38a4	n.s.	n.s.
Slc38a5	n.s.	n.s.
Slc38a6	n.s.	n.s.
Slc38a7	n.s.	n.s.
Slc38a8	n.s.	n.s.
Slc38a9	n.s.	n.s.
Slc39a1	n.s.	n.s.
Slc39a10	n.s.	n.s.
Slc39a11	n.s.	n.s.
Slc39a13	n.s.	n.s.
Slc39a14	n.s.	n.s.
Slc39a3	n.s.	n.s.
Slc39a4	n.s.	n.s.
Slc39a6	n.s.	n.s.
Slc39a7	n.s.	n.s.
Slc39a8	n.s.	n.s.
Slc39a9	n.s.	n.s.
Slc3a1	n.s.	n.s.
Slc3a2	n.s.	n.s.
Slc40a1	n.s.	n.s.
Slc41a1	n.s.	n.s.
Slc41a2	n.s.	n.s.
Slc41a3	n.s.	n.s.
Slc43a1	n.s.	n.s.
Slc43a2	n.s.	n.s.
Slc43a3	n.s.	n.s.
Slc44a1	n.s.	Down
Slc44a2	n.s.	n.s.
Slc44a3	n.s.	n.s.
Slc44a4	n.s.	n.s.
Slc44a5	n.s.	n.s.
Slc45a3	n.s.	n.s.
Slc45a4	n.s.	n.s.
Slc46a1	n.s.	n.s.
Slc46a3	n.s.	n.s.
Slc47a1	n.s.	n.s.
Slc48a1	n.s.	n.s.
Slc4a1	n.s.	n.s.
Slc4a11	n.s.	n.s.
Slc4a1ap	n.s.	n.s.
Slc4a2	n.s.	n.s.
Slc4a3	n.s.	n.s.
Slc4a4	n.s.	n.s.
Slc4a5	n.s.	n.s.
Slc4a7	n.s.	n.s.
Slc4a8	n.s.	n.s.
Slc50a1	n.s.	n.s.
Slc52a2	n.s.	n.s.
Slc52a3	n.s.	n.s.
Slc5a1	n.s.	n.s.
Slc5a10	n.s.	n.s.
Slc5a11	n.s.	n.s.
Slc5a2	n.s.	n.s.
Slc5a3	n.s.	n.s.
Slc5a4a	n.s.	n.s.
Slc5a4b	n.s.	n.s.
Slc5a5	n.s.	n.s.
Slc5a6	n.s.	n.s.
Slc5a7	n.s.	n.s.
Slc6a1	n.s.	n.s.
Slc6a11	n.s.	n.s.
Slc6a17	n.s.	Up
Slc6a2	n.s.	n.s.
Slc6a20b	n.s.	n.s.
Slc6a4	n.s.	n.s.
Slc6a6	n.s.	n.s.
Slc6a7	n.s.	n.s.
Slc6a8	n.s.	n.s.
Slc6a9	n.s.	n.s.
Slc7a1	n.s.	n.s.
Slc7a11	n.s.	n.s.
Slc7a14	n.s.	n.s.
Slc7a15	n.s.	n.s.
Slc7a2	n.s.	n.s.
Slc7a4	n.s.	n.s.
Slc7a5	n.s.	n.s.
Slc7a6	n.s.	n.s.
Slc7a6os	n.s.	n.s.
Slc7a7	n.s.	n.s.
Slc7a8	n.s.	n.s.
Slc7a9	n.s.	n.s.
Slc8a1	n.s.	n.s.
Slc8a2	n.s.	n.s.
Slc8a3	n.s.	n.s.
Slc8b1	n.s.	n.s.
Slc9a1	n.s.	n.s.
Slc9a2	n.s.	n.s.
Slc9a3	n.s.	n.s.
Slc9a3r1	n.s.	n.s.
Slc9a3r2	n.s.	n.s.
Slc9a4	n.s.	n.s.
Slc9a5	n.s.	n.s.
Slc9a6	n.s.	n.s.
Slc9a7	n.s.	Down
Slc9a8	n.s.	n.s.
Slc9a9	n.s.	n.s.
Slc9b2	n.s.	n.s.
Slco2a1	n.s.	n.s.
Slco2b1	n.s.	n.s.
Slco3a1	n.s.	n.s.
Slco4a1	n.s.	n.s.
Slco4c1	n.s.	n.s.
Slco5a1	n.s.	n.s.
Slf1	n.s.	n.s.
Slf2	n.s.	n.s.
Slfn1	n.s.	n.s.
Slfn14	n.s.	n.s.
Slfn3	n.s.	n.s.
Slfn5	n.s.	n.s.
Slfn8	n.s.	n.s.
Slfn9	n.s.	n.s.
Slit2	n.s.	n.s.
Slit3	n.s.	n.s.
Slitrk1	n.s.	n.s.
Slitrk2	n.s.	n.s.
Slitrk3	n.s.	n.s.
Slitrk4	n.s.	n.s.
Slitrk5	n.s.	n.s.
Slitrk6	n.s.	n.s.
Slk	n.s.	n.s.
Slmap	n.s.	n.s.
Slpi	n.s.	n.s.
Sltm	n.s.	n.s.
Slu7	n.s.	n.s.
Slurp1	n.s.	n.s.
Slx1b	n.s.	n.s.
Slx4	n.s.	n.s.
Slx4ip	n.s.	n.s.
Smad1	n.s.	n.s.
Smad2	n.s.	n.s.
Smad3	n.s.	n.s.
Smad4	n.s.	n.s.
Smad5	n.s.	n.s.
Smad6	n.s.	n.s.
Smad7	n.s.	n.s.
Smad9	n.s.	n.s.
Smagp	n.s.	n.s.
Smap1	n.s.	n.s.
Smap2	n.s.	n.s.
Smarca1	n.s.	n.s.
Smarca2	n.s.	n.s.
Smarca4	n.s.	n.s.
Smarca5	n.s.	n.s.
Smarcad1	n.s.	n.s.
Smarcal1	n.s.	n.s.
Smarcb1	n.s.	n.s.
Smarcc1	n.s.	n.s.
Smarcc2	n.s.	n.s.
Smarcd1	n.s.	n.s.
Smarcd2	n.s.	n.s.
Smarcd3	n.s.	n.s.
Smarce1	n.s.	n.s.
Smc1a	n.s.	n.s.
Smc2	n.s.	n.s.
Smc3	n.s.	n.s.
Smc4	n.s.	n.s.
Smc5	n.s.	n.s.
Smc6	n.s.	n.s.
Smchd1	n.s.	n.s.
Smco4	n.s.	n.s.
Smcr8	n.s.	n.s.
Smdt1	n.s.	n.s.
Smg1	n.s.	n.s.
Smg5	n.s.	n.s.
Smg6	n.s.	n.s.
Smg7	n.s.	n.s.
Smg8	n.s.	n.s.
Smg9	n.s.	n.s.
Smim1	n.s.	n.s.
Smim10l1	n.s.	n.s.
Smim11	n.s.	n.s.
Smim13	n.s.	n.s.
Smim14	n.s.	n.s.
Smim15	n.s.	n.s.
Smim18	n.s.	n.s.
Smim19	n.s.	n.s.
Smim20	n.s.	n.s.
Smim22	n.s.	n.s.
Smim24	n.s.	n.s.
Smim26	n.s.	n.s.
Smim27	n.s.	n.s.
Smim3	n.s.	n.s.
Smim4	n.s.	n.s.
Smim5	n.s.	n.s.
Smim6	n.s.	n.s.
Smim7	n.s.	Down
Smim8	n.s.	n.s.
Smkr-ps	n.s.	n.s.
Smn1	n.s.	n.s.
Smndc1	n.s.	n.s.
Smo	n.s.	n.s.
Smoc1	n.s.	n.s.
Smoc2	n.s.	n.s.
Smox	n.s.	n.s.
Smpd1	n.s.	n.s.
Smpd2	n.s.	n.s.
Smpd3	n.s.	n.s.
Smpd4	n.s.	n.s.
Smpd5	n.s.	n.s.
Smpdl3a	n.s.	n.s.
Smpdl3b	n.s.	n.s.
Sms,Sms-ps	n.s.	n.s.
Smtn	n.s.	n.s.
Smtnl2	n.s.	n.s.
Smu1	n.s.	n.s.
Smug1	n.s.	n.s.
Smurf1	n.s.	n.s.
Smurf2	n.s.	n.s.
Smyd2	n.s.	n.s.
Smyd3	n.s.	n.s.
Smyd4	n.s.	n.s.
Smyd5	n.s.	n.s.
Snai1	n.s.	n.s.
Snai2	n.s.	n.s.
Snai3	n.s.	n.s.
Snap23	n.s.	n.s.
Snap29	n.s.	n.s.
Snap47	n.s.	n.s.
Snap91	n.s.	n.s.
Snapc1	n.s.	n.s.
Snapc2	n.s.	n.s.
Snapc3	n.s.	n.s.
Snapc4	n.s.	n.s.
Snapc5	n.s.	n.s.
Snapin	n.s.	n.s.
Sncaip	n.s.	n.s.
Sncg	n.s.	n.s.
Snd1	n.s.	n.s.
Sned1	n.s.	n.s.
Snf8	n.s.	n.s.
Snhg11	n.s.	n.s.
Snhg12	n.s.	n.s.
Snhg15	n.s.	n.s.
Snhg18	n.s.	n.s.
Snhg20	n.s.	n.s.
Snhg4	n.s.	n.s.
Snhg5	n.s.	n.s.
Snhg6	n.s.	n.s.
Snhg9	n.s.	n.s.
Snip1	n.s.	n.s.
Snn	n.s.	n.s.
Snora23	n.s.	n.s.
Snora24	n.s.	n.s.
Snora28	n.s.	n.s.
Snora30	n.s.	n.s.
Snora43	n.s.	n.s.
Snora47	n.s.	n.s.
Snora69	n.s.	n.s.
Snora78	n.s.	n.s.
Snora7a	n.s.	n.s.
Snord104	n.s.	n.s.
Snord118	n.s.	n.s.
Snord13	n.s.	n.s.
Snord17	n.s.	n.s.
Snord23	n.s.	n.s.
Snord35b	n.s.	n.s.
Snord37	n.s.	n.s.
Snord58b	n.s.	n.s.
Snord73a	n.s.	n.s.
Snph	n.s.	n.s.
Snrk	n.s.	n.s.
Snrnp200	n.s.	n.s.
Snrnp25	n.s.	n.s.
Snrnp27	n.s.	n.s.
Snrnp35	n.s.	n.s.
Snrnp40	n.s.	n.s.
Snrnp48	n.s.	n.s.
Snrnp70	n.s.	n.s.
Snrpa	n.s.	n.s.
Snrpa1	n.s.	n.s.
Snrpb	n.s.	n.s.
Snrpb2	n.s.	n.s.
Snrpc	n.s.	n.s.
Snrpd1	n.s.	n.s.
Snrpd2	n.s.	n.s.
Snrpd3	n.s.	n.s.
Snrpe	n.s.	n.s.
Snrpg	n.s.	n.s.
Snta1	n.s.	n.s.
Sntb1	n.s.	n.s.
Sntb2	n.s.	n.s.
Sntg2	n.s.	n.s.
Snu13,LOC100862468	n.s.	n.s.
Snupn	n.s.	n.s.
Snw1	n.s.	n.s.
Snx1	n.s.	n.s.
Snx10	n.s.	n.s.
Snx11	n.s.	n.s.
Snx12	n.s.	n.s.
Snx13	n.s.	n.s.
Snx14	n.s.	n.s.
Snx15	n.s.	n.s.
Snx16	n.s.	n.s.
Snx17	n.s.	n.s.
Snx18	n.s.	n.s.
Snx19	n.s.	n.s.
Snx2	n.s.	n.s.
Snx20	n.s.	n.s.
Snx21	n.s.	n.s.
Snx22	n.s.	n.s.
Snx24	n.s.	n.s.
Snx25	n.s.	n.s.
Snx27	n.s.	n.s.
Snx29	n.s.	n.s.
Snx3	n.s.	n.s.
Snx30	n.s.	n.s.
Snx31	n.s.	n.s.
Snx32	n.s.	n.s.
Snx33	n.s.	n.s.
Snx4	n.s.	n.s.
Snx5	n.s.	n.s.
Snx6	n.s.	n.s.
Snx7	n.s.	n.s.
Snx8	n.s.	n.s.
Snx9	n.s.	n.s.
Soat1	n.s.	n.s.
Sobp	n.s.	n.s.
Socs1	n.s.	n.s.
Socs2	n.s.	n.s.
Socs3	n.s.	n.s.
Socs4	n.s.	n.s.
Socs5	n.s.	n.s.
Socs6	n.s.	n.s.
Socs7	n.s.	n.s.
Sod1	n.s.	n.s.
Sod2	n.s.	n.s.
Sod3	n.s.	n.s.
Soga1	n.s.	n.s.
Son	n.s.	n.s.
Sorbs1	n.s.	n.s.
Sorbs2	n.s.	Up
Sorbs3	n.s.	n.s.
Sorcs2	n.s.	n.s.
Sord	n.s.	n.s.
Sorl1	n.s.	n.s.
Sort1	n.s.	n.s.
Sos1	n.s.	n.s.
Sos2	n.s.	n.s.
Sowaha	n.s.	n.s.
Sowahb	n.s.	n.s.
Sowahc	n.s.	n.s.
Sox10	n.s.	n.s.
Sox11	n.s.	n.s.
Sox12	n.s.	n.s.
Sox13	n.s.	n.s.
Sox15	n.s.	n.s.
Sox17	n.s.	Up
Sox18	n.s.	n.s.
Sox2	n.s.	n.s.
Sox21	n.s.	n.s.
Sox30	n.s.	n.s.
Sox4	n.s.	n.s.
Sox5	n.s.	n.s.
Sox5os3	n.s.	n.s.
Sox6	n.s.	n.s.
Sox7	n.s.	n.s.
Sox8	n.s.	n.s.
Sox9	n.s.	n.s.
Sp1	n.s.	n.s.
Sp100	n.s.	n.s.
Sp110	n.s.	n.s.
Sp140	n.s.	n.s.
Sp2	n.s.	n.s.
Sp3	n.s.	n.s.
Sp4	n.s.	n.s.
Sp5	n.s.	n.s.
Sp6	n.s.	n.s.
Sp7	n.s.	n.s.
Spa17	n.s.	n.s.
Spaar	n.s.	n.s.
Spaca6	n.s.	n.s.
Spag1	n.s.	n.s.
Spag4	n.s.	n.s.
Spag5	n.s.	n.s.
Spag6l	n.s.	n.s.
Spag7	n.s.	n.s.
Spag9	n.s.	n.s.
Sparc	n.s.	n.s.
Sparcl1	n.s.	n.s.
Spast	n.s.	n.s.
Spata1	n.s.	n.s.
Spata13	n.s.	n.s.
Spata17	n.s.	n.s.
Spata18	n.s.	n.s.
Spata2	n.s.	n.s.
Spata21	n.s.	n.s.
Spata24	n.s.	n.s.
Spata2l	n.s.	n.s.
Spata33	n.s.	n.s.
Spata46	n.s.	n.s.
Spata5	n.s.	n.s.
Spata6	n.s.	n.s.
Spata7	n.s.	n.s.
Spata9	n.s.	n.s.
Spats2	n.s.	n.s.
Spats2l	n.s.	n.s.
Spc24	n.s.	n.s.
Spc25	n.s.	n.s.
Spcs1	n.s.	n.s.
Spcs2	n.s.	n.s.
Spcs3	n.s.	n.s.
Spdef	n.s.	n.s.
Spdl1	n.s.	n.s.
Specc1	n.s.	n.s.
Specc1l	n.s.	n.s.
Speer4e	n.s.	n.s.
Spef1	n.s.	n.s.
Speg	n.s.	n.s.
Spen	n.s.	n.s.
Spg11	n.s.	n.s.
Spg20	n.s.	n.s.
Spg21	n.s.	n.s.
Spg7	n.s.	n.s.
Sphk1	n.s.	n.s.
Sphk2	n.s.	n.s.
Spi1	n.s.	n.s.
Spib	n.s.	n.s.
Spice1	n.s.	n.s.
Spidr	n.s.	n.s.
Spin1	n.s.	n.s.
Spin4	n.s.	n.s.
Spink4	n.s.	n.s.
Spink5	n.s.	n.s.
Spint1	n.s.	n.s.
Spint2	n.s.	n.s.
Spire1	n.s.	n.s.
Spire2	n.s.	n.s.
Spn	n.s.	n.s.
Spns1	n.s.	n.s.
Spns2	n.s.	Up
Spns3	n.s.	n.s.
Spock1	n.s.	n.s.
Spock2	n.s.	n.s.
Spock3	n.s.	n.s.
Spon1	n.s.	n.s.
Spon2	n.s.	n.s.
Spop	n.s.	n.s.
Spopl	n.s.	n.s.
Spout1	n.s.	n.s.
Spp1	n.s.	n.s.
Sppl2a	n.s.	n.s.
Sppl2b	n.s.	n.s.
Sppl3	n.s.	n.s.
Spr	n.s.	n.s.
Spred1	n.s.	n.s.
Spred2	n.s.	n.s.
Spred3	n.s.	n.s.
Sprn	n.s.	n.s.
Sprr2a3	n.s.	n.s.
Sprtn	n.s.	n.s.
Spry1	n.s.	n.s.
Spry2	n.s.	n.s.
Spry3	n.s.	n.s.
Spry4	n.s.	n.s.
Spryd3	n.s.	n.s.
Spryd4	n.s.	n.s.
Spryd7	n.s.	n.s.
Spsb1	n.s.	n.s.
Spsb2	n.s.	n.s.
Spsb3	n.s.	n.s.
Spsb4	n.s.	n.s.
Sptan1	n.s.	n.s.
Sptb	n.s.	n.s.
Sptbn1	n.s.	n.s.
Sptbn2	n.s.	n.s.
Sptbn4	n.s.	n.s.
Sptlc1	n.s.	n.s.
Sptlc2	n.s.	n.s.
Sptssa	n.s.	n.s.
Sptssb	n.s.	n.s.
Spty2d1	n.s.	n.s.
Sqle	n.s.	n.s.
Sqor	n.s.	n.s.
Sqstm1	n.s.	n.s.
Sra1,Apbb3	n.s.	n.s.
Srbd1	n.s.	n.s.
Src	n.s.	n.s.
Srcap	n.s.	n.s.
Srcin1	n.s.	n.s.
Srd5a1	n.s.	n.s.
Srd5a3	n.s.	n.s.
Srebf1	n.s.	n.s.
Srebf2	n.s.	n.s.
Srek1	n.s.	n.s.
Srek1ip1	n.s.	n.s.
Srf	n.s.	n.s.
Srfbp1	n.s.	n.s.
Srgap1	n.s.	n.s.
Srgap2	n.s.	n.s.
Srgap3	n.s.	n.s.
Srgn	n.s.	n.s.
Sri	n.s.	n.s.
Srl	n.s.	n.s.
Srm	n.s.	n.s.
Srp14	n.s.	n.s.
Srp19	n.s.	n.s.
Srp54c	n.s.	n.s.
Srp68	n.s.	n.s.
Srp72	n.s.	n.s.
Srp9	n.s.	n.s.
Srpk1	n.s.	n.s.
Srpk2	n.s.	n.s.
Srpk3	n.s.	n.s.
Srpr	n.s.	n.s.
Srprb	n.s.	n.s.
Srpx	n.s.	n.s.
Srpx2	n.s.	n.s.
Srr	n.s.	n.s.
Srrd	n.s.	n.s.
Srrm1	n.s.	n.s.
Srrm2	n.s.	n.s.
Srrm3	n.s.	n.s.
Srrm4	n.s.	n.s.
Srrt	n.s.	n.s.
Srsf1	n.s.	n.s.
Srsf10	n.s.	n.s.
Srsf11	n.s.	n.s.
Srsf12	n.s.	n.s.
Srsf2	n.s.	n.s.
Srsf3	n.s.	n.s.
Srsf4	n.s.	n.s.
Srsf5	n.s.	n.s.
Srsf6	n.s.	n.s.
Srsf7	n.s.	n.s.
Srsf9	n.s.	n.s.
Srxn1	n.s.	n.s.
Ss18	n.s.	n.s.
Ss18l1	n.s.	n.s.
Ss18l2	n.s.	n.s.
Ssb	n.s.	n.s.
Ssbp1	n.s.	n.s.
Ssbp2	n.s.	n.s.
Ssbp3	n.s.	n.s.
Ssbp4	n.s.	n.s.
Ssc5d	n.s.	n.s.
Ssfa2	n.s.	n.s.
Ssh1	n.s.	n.s.
Ssh2	n.s.	n.s.
Ssh3	n.s.	n.s.
Ssna1	n.s.	n.s.
Sspn	n.s.	n.s.
Sspo	n.s.	n.s.
Ssr1	n.s.	n.s.
Ssr2	n.s.	n.s.
Ssr3	n.s.	n.s.
Ssr4	n.s.	n.s.
Ssrp1	n.s.	n.s.
Sssca1	n.s.	n.s.
Sst	Down	Down
Sstr1	n.s.	n.s.
Sstr2	n.s.	n.s.
Sstr4	n.s.	n.s.
Sstr5	n.s.	n.s.
Ssu2	Up	Up
Ssu72	n.s.	n.s.
Ssx2ip	n.s.	n.s.
St13	n.s.	n.s.
St14	n.s.	n.s.
St18	n.s.	n.s.
St3gal1	n.s.	n.s.
St3gal2	n.s.	n.s.
St3gal3	n.s.	n.s.
St3gal4	n.s.	n.s.
St3gal5	n.s.	n.s.
St3gal6	n.s.	n.s.
St5	n.s.	n.s.
St6gal1	n.s.	n.s.
St6gal2	n.s.	n.s.
St6galnac2	n.s.	n.s.
St6galnac3	n.s.	n.s.
St6galnac4	n.s.	n.s.
St6galnac5	n.s.	n.s.
St6galnac6	n.s.	n.s.
St7	n.s.	n.s.
St7l	n.s.	n.s.
St8sia2	n.s.	n.s.
St8sia3	n.s.	n.s.
St8sia4	n.s.	n.s.
St8sia6	n.s.	n.s.
Stab1	n.s.	n.s.
Stab2	n.s.	n.s.
Stac	n.s.	n.s.
Stac2	n.s.	n.s.
Stac3	n.s.	n.s.
Stag1	n.s.	n.s.
Stag2	n.s.	n.s.
Stag3	n.s.	n.s.
Stam	n.s.	n.s.
Stam2	n.s.	n.s.
Stambp	n.s.	n.s.
Stambpl1	n.s.	n.s.
Stamos	n.s.	n.s.
Stap2	n.s.	n.s.
Star	n.s.	n.s.
Stard10	n.s.	n.s.
Stard13	n.s.	n.s.
Stard3	n.s.	n.s.
Stard3nl	n.s.	n.s.
Stard4	n.s.	n.s.
Stard5	n.s.	n.s.
Stard6	n.s.	n.s.
Stard7	n.s.	n.s.
Stard8	n.s.	n.s.
Stard9	n.s.	n.s.
Stat1	n.s.	n.s.
Stat2	n.s.	n.s.
Stat3	n.s.	n.s.
Stat5a	n.s.	n.s.
Stat5b	n.s.	n.s.
Stat6	n.s.	n.s.
Stau1	n.s.	n.s.
Stau2	n.s.	n.s.
Stbd1	n.s.	n.s.
Stc1	n.s.	n.s.
Stc2	n.s.	n.s.
Steap1	n.s.	n.s.
Steap2	n.s.	n.s.
Steap3	n.s.	n.s.
Steap4	n.s.	n.s.
Stil	n.s.	n.s.
Stim1	n.s.	n.s.
Stim2	n.s.	n.s.
Stip1	n.s.	n.s.
Stk10	n.s.	n.s.
Stk11	n.s.	n.s.
Stk11ip	n.s.	n.s.
Stk16	n.s.	n.s.
Stk17b	n.s.	n.s.
Stk19	n.s.	n.s.
Stk24	n.s.	n.s.
Stk25	n.s.	n.s.
Stk26	n.s.	n.s.
Stk3	n.s.	n.s.
Stk32a	n.s.	n.s.
Stk32b	n.s.	n.s.
Stk32c	n.s.	n.s.
Stk33	n.s.	n.s.
Stk35	n.s.	n.s.
Stk36	n.s.	n.s.
Stk38	n.s.	n.s.
Stk38l	n.s.	n.s.
Stk39	n.s.	n.s.
Stk4	n.s.	n.s.
Stk40	n.s.	n.s.
Stkld1	n.s.	n.s.
Stmn1	n.s.	n.s.
Stmn2	n.s.	n.s.
Stmn4	n.s.	n.s.
Stmnd1	n.s.	n.s.
Stn1	n.s.	n.s.
